employee_id,department,region,tenure_years,remote_worker,salary_band
2189,Operations,UK,11.3,1,Junior
2190,Sales,France,7.3,1,Mid
2191,Engineering,India,12.5,1,Senior
2192,HR,USA,10.7,0,Senior
2193,Sales,India,10.9,0,Mid
2194,Finance,USA,8.9,1,Junior
2195,HR,India,9.7,1,Junior
2196,Marketing,Canada,14.2,1,Senior
2197,Marketing,USA,2.6,0,Junior
2198,Engineering,India,1.3,1,Junior
2199,Customer Success,USA,10.7,0,Lead
2200,HR,UK,11.2,1,Lead
2201,Customer Success,USA,3.6,1,Senior
2202,Operations,India,7.7,0,Senior
2203,Customer Success,France,9.4,0,Lead
2204,HR,India,12.5,0,Lead
2205,HR,India,0.5,1,Senior
2206,Customer Success,Germany,8.2,1,Lead
2207,Sales,USA,3.1,0,Senior
2208,Engineering,France,6.6,1,Junior
2209,HR,Germany,9.1,0,Mid
2210,Sales,UK,10.5,0,Senior
2211,Customer Success,USA,9.9,0,Mid
2212,Sales,Canada,9.3,0,Junior
2213,Customer Success,UK,13.4,1,Lead
2214,Marketing,USA,14.9,1,Mid
2215,Operations,UK,4.6,0,Junior
2216,Operations,India,3.7,0,Lead
2217,Sales,USA,3.7,1,Senior
2218,Marketing,UK,1.2,0,Lead
2219,Operations,India,14.9,0,Senior
2220,Marketing,UK,5.6,0,Mid
2221,Operations,India,5.6,0,Junior
2222,Engineering,Germany,4.8,1,Senior
2223,Marketing,Germany,0.5,1,Lead
2224,Finance,UK,12.3,1,Mid
2225,Sales,Germany,7.0,0,Mid
2226,Finance,France,12.2,0,Senior
2227,HR,Germany,0.9,0,Mid
2228,Sales,Germany,4.8,1,Lead
2229,Marketing,France,7.2,1,Mid
2230,Engineering,USA,12.8,0,Senior
2231,Customer Success,France,7.0,1,Junior
2232,HR,Germany,7.6,0,Junior
2233,Sales,Canada,12.4,1,Junior
2234,Marketing,France,12.3,0,Junior
2235,Operations,France,2.2,0,Mid
2236,Finance,USA,11.2,0,Junior
2237,Finance,Germany,15.0,0,Mid
2238,Operations,Canada,3.6,0,Senior
2239,HR,India,8.6,0,Lead
2240,Finance,France,7.0,1,Mid
2241,HR,USA,5.4,0,Junior
2242,Marketing,Germany,9.9,0,Lead
2243,Finance,India,13.5,0,Junior
2244,Customer Success,UK,7.5,0,Senior
2245,Marketing,UK,13.9,0,Senior
2246,Operations,Canada,7.0,0,Mid
2247,Operations,USA,12.4,0,Lead
2248,Finance,France,7.1,1,Mid
2249,Engineering,USA,2.5,1,Senior
2250,Marketing,USA,9.9,1,Lead
2251,Customer Success,India,8.6,0,Mid
2252,Finance,UK,1.7,1,Junior
2253,HR,France,8.0,1,Lead
2254,Marketing,India,4.8,1,Senior
2255,HR,France,8.9,1,Junior
2256,HR,France,14.5,1,Mid
2257,Sales,USA,8.3,1,Lead
2258,Customer Success,USA,4.6,0,Senior
2259,Customer Success,USA,8.5,0,Mid
2260,Sales,Germany,3.1,1,Junior
2261,Operations,USA,7.2,1,Junior
2262,HR,India,6.2,0,Mid
2263,Marketing,Canada,7.8,0,Senior
2264,Engineering,India,13.0,1,Mid
2265,Engineering,UK,8.0,1,Junior
2266,Sales,Canada,2.8,0,Mid
2267,Operations,USA,6.3,0,Mid
2268,Finance,UK,11.2,0,Senior
2269,Sales,Germany,14.3,0,Mid
2270,Engineering,USA,7.9,0,Mid
2271,Sales,USA,11.1,1,Mid
2272,Operations,Germany,4.6,0,Mid
2273,Customer Success,France,2.3,1,Senior
2274,Operations,USA,13.7,0,Lead
2275,HR,USA,10.9,1,Senior
2276,Sales,USA,14.6,0,Senior
2277,Finance,Germany,3.0,0,Mid
2278,Finance,Canada,8.5,1,Mid
2279,Customer Success,Germany,7.9,0,Junior
2280,Customer Success,France,4.1,1,Mid
2281,Finance,UK,5.8,0,Mid
2282,Finance,France,11.5,1,Junior
2283,Marketing,Canada,7.2,0,Mid
2284,Sales,UK,2.4,1,Junior
2285,HR,Canada,6.7,0,Lead
2286,Marketing,Germany,5.6,0,Lead
2287,HR,Germany,15.0,1,Mid
2288,Engineering,India,11.9,0,Lead
2289,Engineering,Canada,8.3,0,Junior
2290,Sales,India,5.0,0,Mid
2291,Sales,Germany,7.6,1,Mid
2292,HR,France,11.7,0,Mid
2293,Finance,India,9.1,1,Junior
2294,Marketing,France,1.1,0,Mid
2295,HR,France,12.1,1,Junior
2296,Customer Success,UK,9.5,0,Mid
2297,Marketing,USA,11.9,1,Senior
2298,Marketing,France,8.1,1,Senior
2299,Sales,India,0.5,0,Mid
2300,Finance,Canada,10.1,1,Senior
2301,Sales,Canada,10.1,1,Lead
2302,Engineering,UK,12.5,0,Mid
2303,Sales,India,8.8,0,Lead
2304,Finance,UK,10.4,0,Mid
2305,Engineering,France,7.2,1,Junior
2306,Customer Success,India,5.8,0,Lead
2307,Sales,Germany,6.4,1,Lead
2308,Finance,Germany,11.8,0,Junior
2309,Sales,Canada,5.2,0,Senior
2310,Customer Success,Canada,12.8,1,Mid
2311,Sales,Germany,4.7,1,Junior
2312,Engineering,USA,8.0,0,Junior
2313,Operations,USA,12.9,0,Mid
2314,Finance,Germany,5.1,0,Lead
2315,Customer Success,Canada,2.4,0,Lead
2316,HR,France,14.2,0,Senior
2317,HR,Germany,5.1,1,Junior
2318,Sales,Canada,13.5,0,Junior
2319,Customer Success,UK,0.8,1,Senior
2320,Marketing,UK,9.2,1,Junior
2321,Customer Success,USA,14.8,0,Senior
2322,Marketing,India,5.1,1,Senior
2323,Customer Success,UK,8.8,1,Senior
2324,Finance,Germany,4.3,0,Junior
2325,Operations,India,6.1,1,Junior
2326,Customer Success,Canada,5.2,0,Junior
2327,HR,Canada,4.2,0,Junior
2328,Customer Success,USA,3.2,0,Junior
2329,Sales,USA,3.5,0,Junior
2330,Operations,Germany,14.0,0,Junior
2331,Finance,Canada,10.8,1,Junior
2332,Customer Success,France,1.1,0,Senior
2333,Operations,UK,4.6,1,Senior
2334,Sales,UK,4.1,1,Lead
2335,Marketing,India,2.3,1,Senior
2336,Finance,Germany,13.0,0,Lead
2337,Customer Success,India,5.1,0,Lead
2338,Engineering,UK,14.7,1,Mid
2339,Sales,India,8.2,0,Senior
2340,Sales,India,10.5,0,Senior
2341,Marketing,India,13.1,1,Lead
2342,Marketing,India,10.0,0,Lead
2343,Operations,UK,9.7,1,Mid
2344,Customer Success,India,9.7,0,Senior
2345,Customer Success,USA,14.9,0,Lead
2346,Sales,India,3.6,0,Senior
2347,Engineering,Canada,14.7,1,Mid
2348,Sales,USA,4.3,0,Mid
2349,Finance,UK,8.7,1,Senior
2350,HR,Germany,8.0,0,Junior
2351,Finance,Canada,14.9,0,Lead
2352,HR,Germany,8.1,0,Lead
2353,Sales,France,6.8,1,Lead
2354,Operations,USA,10.5,0,Junior
2355,Customer Success,India,14.1,0,Lead
2356,HR,UK,15.0,0,Lead
2357,Marketing,USA,3.4,0,Junior
2358,Sales,India,10.8,1,Mid
2359,Marketing,Canada,14.5,1,Senior
2360,Engineering,Germany,8.9,1,Mid
2361,Finance,Canada,2.3,1,Mid
2362,Sales,France,5.0,1,Senior
2363,Customer Success,UK,5.1,1,Lead
2364,Operations,USA,13.8,0,Mid
2365,Finance,Canada,13.2,1,Senior
2366,Operations,Canada,8.9,1,Senior
2367,HR,UK,14.4,0,Lead
2368,HR,USA,3.1,1,Lead
2369,Marketing,UK,10.4,0,Senior
2370,HR,France,10.4,0,Mid
2371,Marketing,France,11.3,0,Junior
2372,Sales,Canada,3.3,1,Senior
2373,Customer Success,Germany,9.3,1,Mid
2374,Customer Success,UK,4.5,0,Lead
2375,Operations,France,6.0,0,Mid
2376,Operations,Canada,5.8,1,Mid
2377,HR,Canada,14.2,1,Mid
2378,Customer Success,India,7.2,0,Senior
2379,Operations,USA,2.3,1,Junior
2380,Marketing,USA,10.1,1,Senior
2381,Engineering,Canada,1.4,1,Mid
2382,HR,India,12.4,1,Mid
2383,Marketing,Germany,14.1,0,Junior
2384,Sales,UK,9.0,1,Lead
2385,Operations,India,4.4,0,Junior
2386,Sales,Canada,9.1,0,Mid
2387,Operations,USA,2.1,0,Mid
2388,Engineering,Germany,6.5,1,Senior
2389,Finance,UK,9.4,0,Lead
2390,Marketing,UK,9.3,0,Lead
2391,Customer Success,USA,10.9,0,Senior
2392,HR,France,1.3,0,Lead
2393,Finance,USA,1.4,0,Senior
2394,Operations,Canada,14.7,0,Mid
2395,Marketing,USA,4.2,1,Lead
2396,Operations,India,10.5,0,Mid
2397,Marketing,India,14.2,1,Mid
2398,Operations,India,2.9,1,Junior
2399,HR,Germany,3.3,0,Junior
2400,Finance,Canada,1.5,0,Senior
2401,Marketing,Germany,13.3,0,Mid
2402,Operations,UK,2.9,1,Senior
2403,Engineering,UK,4.8,0,Mid
2404,Finance,France,6.5,1,Senior
2405,Marketing,Canada,4.5,0,Lead
2406,Engineering,USA,8.6,1,Lead
2407,Engineering,UK,7.5,0,Senior
2408,HR,France,6.4,1,Junior
2409,Engineering,Germany,8.0,1,Lead
2410,Marketing,India,10.7,0,Mid
2411,Finance,India,7.6,1,Junior
2412,Customer Success,Germany,11.9,1,Lead
2413,Finance,Germany,3.1,0,Senior
2414,Sales,Germany,5.2,1,Junior
2415,Engineering,Germany,12.6,1,Lead
2416,Sales,Germany,9.8,1,Junior
2417,Marketing,Canada,0.7,0,Mid
2418,Operations,India,13.2,0,Junior
2419,Operations,France,1.9,0,Senior
2420,Sales,France,13.0,0,Lead
2421,HR,USA,9.4,0,Senior
2422,HR,Canada,5.0,0,Lead
2423,Operations,UK,12.2,1,Mid
2424,Sales,UK,4.5,0,Senior
2425,Marketing,France,2.3,1,Mid
2426,Finance,UK,1.0,0,Lead
2427,Engineering,France,5.0,0,Mid
2428,Sales,USA,11.9,0,Senior
2429,Sales,France,11.7,0,Senior
2430,Engineering,India,6.0,1,Lead
2431,Customer Success,India,4.7,1,Senior
2432,Customer Success,India,13.6,1,Mid
2433,Sales,India,3.5,1,Senior
2434,Customer Success,India,7.0,1,Junior
2435,Sales,France,10.5,0,Junior
2436,Engineering,Germany,5.3,1,Lead
2437,Sales,Canada,9.5,0,Lead
2438,Customer Success,USA,4.7,1,Lead
2439,Operations,USA,4.9,0,Mid
2440,Sales,India,3.4,1,Junior
2441,Operations,Germany,11.6,0,Mid
2442,Operations,Germany,1.7,0,Junior
2443,Engineering,UK,14.2,1,Mid
2444,Finance,France,14.9,0,Mid
2445,Finance,India,0.7,1,Mid
2446,Operations,USA,4.7,1,Lead
2447,Engineering,France,3.0,1,Mid
2448,Finance,USA,1.9,0,Mid
2449,Marketing,Canada,14.2,1,Lead
2450,Sales,USA,7.5,1,Junior
2451,Engineering,France,7.4,1,Mid
2452,Operations,UK,1.3,0,Senior
2453,Sales,India,2.2,1,Senior
2454,Finance,India,12.1,0,Senior
2455,Engineering,Canada,13.0,1,Lead
2456,Engineering,USA,5.9,1,Senior
2457,HR,India,5.5,0,Junior
2458,Marketing,India,10.3,0,Lead
2459,Engineering,UK,10.4,1,Mid
2460,Finance,USA,3.8,1,Lead
2461,Engineering,Germany,8.9,0,Junior
2462,Sales,Canada,10.6,1,Lead
2463,Sales,India,4.3,1,Junior
2464,Marketing,Germany,8.1,1,Junior
2465,Finance,Germany,14.6,1,Lead
2466,Marketing,USA,1.8,1,Junior
2467,Sales,Canada,5.3,1,Mid
2468,Sales,Canada,5.3,1,Mid
2469,Finance,UK,6.3,0,Senior
2470,HR,France,4.2,0,Junior
2471,Customer Success,Canada,13.4,1,Lead
2472,Marketing,India,6.1,0,Lead
2473,Sales,Germany,10.9,0,Mid
2474,Finance,Germany,6.8,0,Lead
2475,Sales,Germany,8.8,0,Mid
2476,HR,France,11.4,0,Junior
2477,Engineering,USA,7.1,1,Junior
2478,Engineering,USA,11.7,1,Lead
2479,HR,Canada,11.0,1,Lead
2480,Operations,USA,3.5,1,Senior
2481,Operations,Canada,6.7,0,Junior
2482,Operations,Canada,3.9,1,Junior
2483,Finance,USA,5.2,0,Senior
2484,Finance,UK,14.9,1,Mid
2485,Customer Success,USA,7.1,1,Mid
2486,Operations,USA,3.6,1,Mid
2487,Customer Success,UK,2.8,1,Junior
2488,Marketing,India,12.0,0,Junior
2489,HR,France,1.4,0,Mid
2490,Sales,USA,2.1,0,Lead
2491,Finance,France,10.5,1,Junior
2492,Marketing,UK,9.8,0,Mid
2493,HR,India,14.9,0,Lead
2494,Sales,Canada,2.8,1,Junior
2495,Engineering,Canada,11.3,1,Junior
2496,Operations,Canada,0.9,0,Senior
2497,Sales,UK,7.4,1,Lead
2498,Sales,France,12.5,0,Mid
2499,Sales,Germany,4.7,0,Senior
2500,Sales,Germany,2.8,1,Senior
2501,Operations,Canada,9.4,1,Lead
2502,Customer Success,France,11.0,0,Lead
2503,Marketing,UK,11.9,1,Senior
2504,Operations,USA,5.2,0,Junior
2505,Customer Success,Germany,3.3,0,Lead
2506,Engineering,Germany,12.2,1,Lead
2507,Customer Success,Canada,9.8,1,Mid
2508,Customer Success,USA,10.2,0,Lead
2509,Engineering,India,3.2,0,Senior
2510,Sales,Canada,0.6,0,Mid
2511,Sales,France,7.7,1,Senior
2512,Operations,France,10.2,1,Lead
2513,Sales,India,3.5,1,Lead
2514,Finance,France,8.4,0,Junior
2515,Finance,Canada,3.4,1,Mid
2516,Engineering,UK,4.1,1,Mid
2517,Finance,USA,12.2,1,Senior
2518,Engineering,India,0.7,1,Senior
2519,Engineering,UK,6.7,0,Junior
2520,Operations,UK,14.0,0,Lead
2521,Finance,France,2.4,1,Lead
2522,HR,France,3.7,0,Junior
2523,Engineering,Germany,5.3,1,Junior
2524,Sales,India,6.7,1,Lead
2525,Finance,India,6.6,0,Mid
2526,Customer Success,India,4.2,0,Lead
2527,Marketing,USA,13.1,1,Senior
2528,HR,France,12.4,0,Lead
2529,Sales,France,12.3,1,Lead
2530,Operations,France,4.6,0,Senior
2531,Operations,India,9.7,1,Senior
2532,Engineering,Germany,2.3,0,Mid
2533,Sales,Canada,12.7,0,Lead
2534,Sales,Canada,14.9,1,Junior
2535,Operations,UK,4.3,1,Mid
2536,Customer Success,India,6.3,0,Lead
2537,Engineering,Germany,14.7,0,Senior
2538,Sales,Germany,12.7,0,Junior
2539,Finance,UK,11.0,1,Senior
2540,Marketing,India,2.9,1,Senior
2541,Finance,Canada,10.9,0,Mid
2542,Finance,USA,4.8,1,Senior
2543,Sales,France,1.8,1,Mid
2544,Engineering,India,5.0,1,Lead
2545,HR,India,1.9,0,Senior
2546,Finance,UK,11.5,0,Senior
2547,Finance,UK,2.3,0,Mid
2548,Sales,Germany,7.4,0,Senior
2549,Finance,USA,9.9,0,Lead
2550,Marketing,France,12.2,0,Lead
2551,Finance,Canada,2.2,0,Junior
2552,Marketing,Canada,1.1,1,Junior
2553,Customer Success,Canada,12.6,0,Senior
2554,Operations,UK,4.3,0,Junior
2555,Engineering,UK,10.9,0,Lead
2556,HR,India,6.5,0,Mid
2557,Operations,UK,6.4,0,Junior
2558,Marketing,UK,7.2,1,Mid
2559,Operations,UK,8.4,1,Senior
2560,HR,UK,6.9,0,Junior
2561,Operations,India,5.4,0,Lead
2562,Marketing,USA,6.4,0,Senior
2563,Operations,Canada,6.5,0,Junior
2564,HR,UK,9.6,1,Mid
2565,Customer Success,USA,2.2,0,Senior
2566,Operations,Canada,1.9,0,Mid
2567,Finance,USA,0.6,0,Mid
2568,Marketing,Canada,8.1,1,Senior
2569,HR,UK,8.4,0,Lead
2570,Operations,Canada,10.7,0,Junior
2571,Operations,Germany,5.1,0,Junior
2572,Marketing,Germany,14.7,1,Mid
2573,Engineering,India,8.1,1,Senior
2574,Engineering,Canada,1.0,1,Senior
2575,Engineering,Canada,14.5,0,Lead
2576,Engineering,Canada,9.7,1,Mid
2577,Customer Success,India,9.4,1,Senior
2578,Finance,France,13.5,1,Senior
2579,Sales,Germany,12.9,0,Mid
2580,Finance,Canada,2.3,0,Lead
2581,Customer Success,USA,11.0,1,Lead
2582,Finance,UK,5.6,1,Mid
2583,Engineering,UK,13.5,1,Senior
2584,Customer Success,USA,11.3,1,Lead
2585,Engineering,UK,8.9,0,Junior
2586,HR,Germany,7.2,0,Junior
2587,Engineering,Germany,8.2,1,Senior
2588,Sales,USA,9.2,1,Junior
2589,Customer Success,France,11.2,1,Junior
2590,Operations,UK,10.4,0,Lead
2591,Marketing,UK,8.6,1,Mid
2592,HR,Germany,14.7,1,Senior
2593,Operations,Germany,5.0,1,Senior
2594,Engineering,Germany,5.0,1,Mid
2595,Marketing,Germany,6.4,0,Mid
2596,Operations,India,3.0,1,Junior
2597,Engineering,Germany,5.1,0,Lead
2598,Operations,France,11.4,1,Mid
2599,Sales,USA,7.9,0,Senior
2600,HR,France,3.3,1,Senior
2601,HR,USA,1.5,0,Junior
2602,Customer Success,UK,11.8,1,Lead
2603,Finance,Canada,7.2,0,Mid
2604,Sales,UK,11.8,1,Mid
2605,Finance,Germany,2.7,0,Junior
2606,Sales,Germany,13.2,1,Junior
2607,Marketing,UK,11.5,1,Lead
2608,Operations,USA,5.7,0,Junior
2609,Operations,India,10.6,0,Junior
2610,HR,France,11.8,0,Junior
2611,Marketing,Canada,6.9,1,Mid
2612,Finance,Germany,10.7,0,Senior
2613,Operations,UK,10.1,0,Lead
2614,HR,France,1.1,1,Mid
2615,Sales,USA,8.5,0,Junior
2616,Engineering,USA,8.4,1,Lead
2617,Sales,USA,4.2,1,Mid
2618,Finance,Germany,2.6,1,Lead
2619,Operations,Germany,11.2,0,Lead
2620,Sales,UK,3.4,0,Lead
2621,Finance,USA,14.1,0,Mid
2622,Customer Success,Canada,10.8,0,Junior
2623,Sales,UK,4.6,1,Lead
2624,Operations,India,6.9,0,Mid
2625,Engineering,USA,7.1,0,Mid
2626,Sales,UK,5.2,0,Lead
2627,Finance,Canada,8.1,0,Lead
2628,Marketing,Germany,5.8,1,Senior
2629,Sales,Germany,12.0,0,Junior
2630,Sales,Canada,12.8,1,Junior
2631,Sales,USA,11.1,1,Senior
2632,Customer Success,UK,4.1,1,Mid
2633,Customer Success,Germany,15.0,0,Senior
2634,Operations,France,2.1,0,Mid
2635,Finance,UK,14.5,1,Lead
2636,Finance,France,3.9,0,Lead
2637,Customer Success,India,13.6,1,Lead
2638,Marketing,France,3.2,0,Lead
2639,Sales,Germany,12.0,1,Mid
2640,Finance,France,11.2,1,Junior
2641,HR,USA,3.0,0,Senior
2642,Finance,USA,3.2,0,Senior
2643,Marketing,Germany,12.9,0,Mid
2644,Sales,USA,1.1,1,Lead
2645,Operations,Canada,14.4,1,Lead
2646,Marketing,UK,14.7,1,Junior
2647,Customer Success,India,11.3,0,Lead
2648,Operations,France,4.9,0,Senior
2649,Finance,France,5.4,1,Lead
2650,Operations,Germany,13.0,1,Senior
2651,Operations,Canada,7.7,0,Junior
2652,Customer Success,Germany,6.4,1,Junior
2653,Finance,France,3.7,1,Mid
2654,Engineering,India,7.5,0,Lead
2655,Engineering,UK,3.8,1,Lead
2656,HR,France,5.6,0,Lead
2657,Sales,Canada,10.3,0,Senior
2658,Finance,Canada,4.0,1,Lead
2659,Marketing,UK,9.1,0,Junior
2660,Finance,France,4.1,0,Junior
2661,Sales,France,12.2,0,Senior
2662,Marketing,UK,7.6,0,Lead
2663,Engineering,USA,12.4,1,Senior
2664,Finance,Canada,6.9,1,Senior
2665,Customer Success,Canada,1.0,1,Senior
2666,Marketing,USA,10.1,1,Mid
2667,Operations,Canada,4.4,0,Lead
2668,Customer Success,USA,13.8,1,Junior
2669,Finance,Canada,9.9,1,Mid
2670,Marketing,Canada,7.3,0,Senior
2671,Sales,France,14.6,1,Mid
2672,Customer Success,France,13.2,0,Senior
2673,Finance,Canada,10.6,1,Mid
2674,Engineering,USA,9.7,0,Junior
2675,Marketing,India,6.8,1,Junior
2676,Marketing,France,10.0,1,Lead
2677,Engineering,UK,3.6,0,Junior
2678,Operations,Germany,6.5,1,Senior
2679,Marketing,UK,12.5,0,Mid
2680,Finance,Canada,6.4,0,Mid
2681,Engineering,France,9.5,1,Junior
2682,Operations,UK,6.7,0,Lead
2683,Sales,Germany,6.0,0,Junior
2684,Marketing,UK,13.8,0,Senior
2685,Engineering,Germany,7.7,0,Lead
2686,Operations,Canada,11.0,1,Mid
2687,Finance,India,14.7,1,Lead
2688,HR,Germany,10.6,0,Mid
2689,Finance,UK,10.3,0,Lead
2690,Customer Success,France,8.0,0,Senior
2691,HR,India,0.8,0,Lead
2692,Finance,UK,3.5,1,Mid
2693,Engineering,Canada,14.2,1,Mid
2694,Engineering,France,6.6,0,Mid
2695,Operations,India,5.8,0,Junior
2696,Sales,India,2.7,0,Junior
2697,Finance,UK,4.8,0,Mid
2698,Engineering,Canada,9.3,1,Junior
2699,Finance,Germany,4.2,1,Senior
2700,Operations,USA,6.4,1,Senior
2701,HR,India,4.8,1,Junior
2702,Finance,France,6.5,1,Mid
2703,Engineering,France,13.2,1,Mid
2704,Marketing,France,2.3,1,Lead
2705,Customer Success,Canada,2.4,0,Lead
2706,Engineering,USA,5.8,1,Senior
2707,HR,Germany,14.8,1,Junior
2708,Engineering,France,14.9,1,Senior
2709,Operations,Germany,3.3,0,Lead
2710,Finance,Germany,9.3,0,Mid
2711,Finance,UK,6.4,1,Lead
2712,Operations,Germany,12.7,0,Junior
2713,Operations,USA,3.4,0,Junior
2714,Finance,UK,2.5,1,Mid
2715,Finance,Canada,7.4,0,Lead
2716,Engineering,UK,4.0,0,Junior
2717,Sales,UK,8.3,1,Junior
2718,Engineering,UK,4.6,0,Junior
2719,Marketing,USA,11.7,1,Senior
2720,Finance,UK,11.0,0,Lead
2721,Sales,Canada,2.9,1,Lead
2722,HR,India,6.9,0,Lead
2723,Customer Success,India,13.6,0,Senior
2724,Operations,Canada,2.5,0,Mid
2725,Operations,Germany,1.3,0,Junior
2726,Engineering,France,11.2,1,Lead
2727,Operations,France,6.5,1,Senior
2728,HR,India,11.9,0,Junior
2729,Marketing,India,12.4,0,Senior
2730,Marketing,France,3.8,0,Lead
2731,Engineering,Canada,4.9,1,Mid
2732,Finance,Canada,8.6,1,Senior
2733,Sales,India,4.6,0,Lead
2734,Operations,France,12.3,1,Lead
2735,Customer Success,France,11.0,0,Lead
2736,HR,France,14.2,1,Mid
2737,Engineering,Germany,10.2,0,Senior
2738,Customer Success,France,9.5,1,Junior
2739,Customer Success,USA,14.4,0,Junior
2740,HR,Germany,1.6,0,Junior
2741,Operations,Canada,3.4,0,Mid
2742,Engineering,France,8.3,0,Junior
2743,Sales,USA,8.3,0,Senior
2744,Operations,Germany,10.9,1,Lead
2745,Sales,UK,1.3,0,Junior
2746,HR,India,8.1,0,Senior
2747,Finance,Germany,3.9,1,Mid
2748,Sales,India,13.8,0,Junior
2749,Finance,UK,9.0,0,Lead
2750,Engineering,Germany,10.0,0,Mid
2751,Engineering,Canada,14.3,0,Junior
2752,Operations,India,1.2,1,Junior
2753,HR,France,7.2,0,Mid
2754,HR,France,0.9,0,Lead
2755,Engineering,UK,11.8,0,Senior
2756,Sales,Canada,13.6,1,Mid
2757,Operations,India,1.5,0,Mid
2758,Finance,Canada,3.9,1,Junior
2759,Customer Success,UK,10.5,0,Senior
2760,HR,Canada,1.9,1,Senior
2761,Finance,India,2.5,0,Mid
2762,Marketing,France,14.3,0,Lead
2763,Engineering,Canada,6.5,0,Senior
2764,Operations,Canada,1.7,1,Senior
2765,Customer Success,India,13.6,1,Mid
2766,Marketing,France,7.5,0,Lead
2767,Operations,UK,2.9,0,Mid
2768,Engineering,India,2.9,0,Junior
2769,Operations,Germany,4.8,1,Senior
2770,Sales,Germany,2.1,0,Lead
2771,Engineering,France,14.1,1,Junior
2772,HR,India,11.6,0,Senior
2773,Marketing,Canada,0.9,0,Mid
2774,Sales,France,12.1,0,Lead
2775,Finance,Germany,3.2,1,Mid
2776,Sales,France,11.5,0,Mid
2777,Finance,Germany,0.6,0,Lead
2778,Engineering,Canada,6.6,1,Junior
2779,Operations,France,4.7,0,Junior
2780,Sales,France,9.4,0,Senior
2781,Operations,UK,4.7,0,Lead
2782,Customer Success,Germany,11.0,0,Senior
2783,Operations,UK,11.2,1,Lead
2784,Engineering,India,0.5,0,Senior
2785,Sales,UK,3.6,0,Junior
2786,HR,Canada,2.3,0,Senior
2787,Sales,Canada,0.8,0,Senior
2788,Engineering,Canada,0.9,0,Mid
2789,Engineering,France,2.9,1,Senior
2790,Finance,Germany,3.8,0,Mid
2791,Engineering,UK,4.3,0,Junior
2792,Sales,USA,11.0,1,Mid
2793,HR,Germany,7.9,0,Junior
2794,HR,France,12.9,1,Junior
2795,Sales,USA,1.7,1,Junior
2796,Marketing,Germany,11.3,0,Mid
2797,Customer Success,USA,8.8,1,Senior
2798,Customer Success,France,4.3,0,Lead
2799,Finance,India,9.0,1,Senior
2800,Marketing,India,12.5,0,Junior
2801,Finance,UK,13.1,1,Senior
2802,Sales,India,11.9,0,Senior
2803,Sales,France,1.9,0,Mid
2804,HR,India,8.6,0,Junior
2805,Sales,India,12.7,1,Mid
2806,Finance,USA,13.7,0,Junior
2807,Marketing,Canada,3.9,0,Senior
2808,HR,France,12.2,1,Senior
2809,Customer Success,UK,11.3,0,Junior
2810,Marketing,Canada,5.6,0,Lead
2811,HR,UK,3.8,0,Junior
2812,Sales,Canada,6.0,0,Mid
2813,HR,France,14.3,0,Senior
2814,Customer Success,France,5.6,0,Junior
2815,Sales,France,5.3,1,Junior
2816,Engineering,USA,13.0,0,Mid
2817,Sales,India,4.0,0,Senior
2818,Engineering,Canada,13.3,0,Lead
2819,Sales,Germany,12.6,0,Junior
2820,Engineering,UK,14.8,0,Junior
2821,Customer Success,USA,2.4,1,Lead
2822,Marketing,France,6.4,0,Mid
2823,Sales,Canada,4.9,0,Junior
2824,Engineering,Germany,10.9,1,Senior
2825,Engineering,Germany,12.2,0,Senior
2826,HR,India,10.1,0,Junior
2827,Engineering,Canada,10.2,0,Mid
2828,Marketing,Germany,3.9,1,Senior
2829,Sales,UK,13.0,1,Lead
2830,Sales,France,0.9,0,Senior
2831,Marketing,India,2.6,1,Junior
2832,HR,USA,11.2,0,Mid
2833,Marketing,UK,7.5,1,Junior
2834,Sales,USA,9.7,0,Junior
2835,Sales,UK,13.3,1,Junior
2836,Finance,India,14.6,1,Senior
2837,Sales,UK,11.3,0,Mid
2838,Customer Success,Germany,11.0,1,Junior
2839,Finance,Canada,4.2,0,Mid
2840,Operations,France,1.4,0,Mid
2841,Customer Success,USA,7.5,0,Senior
2842,Finance,UK,9.7,1,Lead
2843,Finance,Canada,4.2,1,Senior
2844,Customer Success,USA,9.0,0,Mid
2845,Sales,France,7.0,1,Lead
2846,Customer Success,France,6.3,0,Senior
2847,Marketing,USA,7.7,0,Mid
2848,Marketing,Canada,2.8,1,Senior
2849,Operations,Canada,2.4,1,Senior
2850,Finance,Germany,1.3,1,Junior
2851,Finance,France,14.4,0,Junior
2852,Engineering,UK,13.0,1,Senior
2853,Finance,USA,6.4,1,Mid
2854,HR,USA,14.8,1,Lead
2855,Finance,Canada,5.1,1,Lead
2856,Sales,France,4.5,1,Mid
2857,Engineering,UK,9.9,1,Senior
2858,Customer Success,USA,9.8,0,Mid
2859,Operations,UK,11.7,0,Lead
2860,Sales,USA,12.9,0,Mid
2861,Marketing,Germany,8.8,1,Junior
2862,HR,France,3.5,0,Mid
2863,Customer Success,Germany,12.5,0,Junior
2864,Finance,India,10.8,1,Lead
2865,Customer Success,USA,1.6,0,Senior
2866,Marketing,Germany,10.4,0,Junior
2867,Customer Success,UK,3.5,1,Senior
2868,Engineering,USA,1.1,1,Mid
2869,Finance,UK,11.8,0,Mid
2870,Marketing,Germany,3.7,0,Mid
2871,Sales,UK,1.0,0,Senior
2872,Marketing,Germany,14.5,1,Senior
